"metro","lat","long","country","capital","population","state"
"Hannover",52.3744,9.7386,"Germany","admin",2151525,""
"Bologna",44.4939,11.3428,"Italy","admin",2083613,""
"Leiyang",26.4179,112.8457,"China","minor",1680219,""
"Quetzaltenango",14.8333,-91.5167,"Guatemala","admin",4009098,""
"Hyderabad City",25.3792,68.3683,"Pakistan","minor",4600708,""
"Donetsk",48.0089,37.8042,"Ukraine","admin",2472488,""
"Maracaibo",10.6333,-71.6333,"Venezuela","admin",2757531,""
"Valencia",39.47,-0.3764,"Spain","admin",2301371,""
"San Carlos City",15.9281,120.3489,"Philippines","",2502728,""
"Serra",-20.1289,-40.3078,"Brazil","",2020416,""
"Saidu Sharif",34.75,72.3572,"Pakistan","minor",5563710,""
"Allentown",40.5961,-75.4756,"United States","",1367125,"PA"
"Blantyre",-15.7861,35.0058,"Malawi","admin",3186220,""
"Lubumbashi",-11.6697,27.4581,"Congo (Kinshasa)","admin",3817568,""
"Wuwei",37.9278,102.6329,"China","minor",1191268,""
"Heihe",50.2458,127.4886,"China","minor",437734,""
"Aba",5.1167,7.3667,"Nigeria","minor",7902865,""
"Yekaterinburg",56.8356,60.6128,"Russia","admin",1909989,""
"Athens",37.9842,23.7281,"Greece","primary",3890268,""
"Meru",0.05,37.65,"Kenya","admin",2097823,""
"Manaus",-3.1,-60.0167,"Brazil","admin",2068849,""
"Muscat",23.6139,58.5922,"Oman","primary",1102909,""
"Jixi",45.2937,130.965,"China","minor",1299371,""
"Murcia",37.9861,-1.1303,"Spain","admin",1806459,""
"Shuozhou",39.3408,112.4292,"China","minor",1290008,""
"Lyon",45.76,4.84,"France","admin",2748898,""
"Baiyin",36.5448,104.1766,"China","minor",631869,""
"Cabanatuan City",15.4833,120.9667,"Philippines","",1801676,""
"El Kelaa des Srarhna",32.05,-7.4,"Morocco","",822203,""
"Iligan",8.2333,124.25,"Philippines","admin",2651163,""
"Yingtan",28.2333,117,"China","",1943233,""
"Kampala",0.3136,32.5811,"Uganda","primary",6694229,""
"Cagayan de Oro",8.4833,124.65,"Philippines","admin",1080771,""
"Bhopāl",23.25,77.4167,"India","admin",4164096,""
"Homs",34.7333,36.7167,"Syria","admin",2109837,""
"Semarang",-6.9667,110.4167,"Indonesia","admin",6845642,""
"Nashville",36.1715,-86.7843,"United States","admin",1592551,"TN"
"Goiânia",-16.6806,-49.2564,"Brazil","admin",2888732,""
"Lusaka",-15.4167,28.2833,"Zambia","primary",3595473,""
"Onitsha",6.1667,6.7833,"Nigeria","minor",7207282,""
"Prague",50.0833,14.4167,"Czechia","primary",2578851,""
"Songzi",30.1772,111.7732,"China","",3184844,""
"Tangier",35.7767,-5.8039,"Morocco","admin",1952047,""
"Coimbatore",11,76.9667,"India","",6908101,""
"Nizhniy Novgorod",56.3269,44.0075,"Russia","admin",1902639,""
"Novosibirsk",55.0333,82.9167,"Russia","admin",1852557,""
"Kumamoto",32.8031,130.7078,"Japan","admin",1846734,""
"Hiratsuka",35.3231,139.3422,"Japan","",2298600,""
"Shuyangzha",34.1299,118.7734,"China","",1286520,""
"Leicester",52.6344,-1.1319,"United Kingdom","",2758925,""
"Rongcheng",29.8239,112.9019,"China","minor",2527124,""
"New Orleans",30.0687,-89.9288,"United States","",948741,"LA"
"Florence",43.7714,11.2542,"Italy","admin",1858809,""
"Shīrāz",29.61,52.5425,"Iran","admin",2061363,""
"Mosul",36.3667,43.1167,"Iraq","admin",2279792,""
"Benxi",41.292,123.761,"China","",1405021,""
"Gwangju",35.1667,126.9167,"South Korea","admin",2125474,""
"Durgāpur",23.55,87.32,"India","",6867625,""
"Patna",25.61,85.1414,"India","admin",15693837,""
"Yushan",31.3867,120.9766,"China","minor",3217960,""
"Belgrade",44.8167,20.4667,"Serbia","primary",2195314,""
"Sanzhou",30.82,108.4,"China","",3147451,""
"Beihai",21.4667,109.1,"China","minor",1219700,""
"Mecca",21.4225,39.8261,"Saudi Arabia","admin",1881494,""
"Conakry",9.538,-13.6773,"Guinea","primary",3019425,""
"Kitakyūshū",33.8833,130.8833,"Japan","",1227301,""
"Querétaro",20.5875,-100.3928,"Mexico","admin",2781138,""
"Leipzig",51.3333,12.3833,"Germany","minor",1764079,""
"Stockton",37.9765,-121.3109,"United States","",1386083,"CA"
"Tel Aviv-Yafo",32.08,34.78,"Israel","admin",2340423,""
"Cần Thơ",10.0333,105.7833,"Vietnam","admin",5045586,""
"Sevilla",37.39,-5.99,"Spain","admin",1628788,""
"Bristol",51.45,-2.5833,"United Kingdom","",2888246,""
"Kathmandu",27.7167,85.3667,"Nepal","primary",4183454,""
"Laiyang",36.9758,120.7136,"China","",2245454,""
"Bilāspur",22.15,82.0167,"India","",3274021,""
"Córdoba",-31.4167,-64.1833,"Argentina","admin",1975978,""
"Ludhiāna",30.9083,75.8486,"India","",6442735,""
"Montevideo",-34.8667,-56.1667,"Uruguay","primary",1941382,""
"Fès",34.0433,-5.0033,"Morocco","admin",2236411,""
"Xiaoyi",37.1449,111.7718,"China","",2782068,""
"Meishan",34.1736,112.839,"China","minor",2093099,""
"Naga City",13.6167,123.1667,"Philippines","admin",1847746,""
"Managua",12.15,-86.2667,"Nicaragua","primary",2253818,""
"Rostov",47.2333,39.7167,"Russia","admin",1767444,""
"Nuremberg",49.4539,11.0775,"Germany","minor",2016821,""
"Cape Coral",26.6446,-81.9956,"United States","",1099399,"FL"
"Harrisburg",40.2752,-76.8843,"United States","admin",1243726,"PA"
"Verona",45.4386,10.9928,"Italy","minor",2151413,""
"Jamshedpur",22.8,86.1833,"India","",4599971,""
"Xingyi",25.091,104.9011,"China","",1611412,""
"Kharkiv",50,36.2292,"Ukraine","admin",1960322,""
"Tacloban",11.2444,125.0039,"Philippines","admin",1343054,""
"Shizuoka",34.9756,138.3825,"Japan","admin",1495726,""
"Dingzhou",38.5158,114.9845,"China","",2849332,""
"Madurai",9.9197,78.1194,"India","minor",5184804,""
"Mbuji-Mayi",-6.1209,23.5967,"Congo (Kinshasa)","admin",4284087,""
"Tabrīz",38.0833,46.2833,"Iran","admin",2149770,""
"Akure",7.25,5.195,"Nigeria","admin",3746561,""
"Meerut",28.99,77.7,"India","",7455647,""
"Jacksonville",30.3322,-81.6749,"United States","",1428957,"FL"
"Copenhagen",55.6805,12.5615,"Denmark","primary",3300570,""
"Zhangjiajie",29.1255,110.4844,"China","minor",1158703,""
"Palembang",-2.9833,104.7644,"Indonesia","admin",2516977,""
"Southampton",50.9025,-1.4042,"United Kingdom","",2596100,""
"Yerevan",40.1814,44.5144,"Armenia","primary",2043363,""
"Ad Dammām",26.4333,50.1,"Saudi Arabia","admin",2009157,""
"Jiaxing",30.7522,120.75,"China","minor",5720763,""
"General Santos",6.1167,125.1667,"Philippines","admin",1676047,""
"Richmond",37.5295,-77.4756,"United States","admin",1259568,"VA"
"Cúcuta",7.9075,-72.5047,"Colombia","admin",1965424,""
"Oklahoma City",35.4676,-97.5136,"United States","admin",1296430,"OK"
"Helsinki",60.1756,24.9342,"Finland","primary",1547309,""
"Santos",-23.9608,-46.3339,"Brazil","",1451723,""
"Bhubaneshwar",20.2644,85.8281,"India","admin",6725844,""
"Yucheng",29.9888,103.0007,"China","minor",1305834,""
"Sofia",42.6979,23.3217,"Bulgaria","primary",1655414,""
"Cotabato",7.2167,124.25,"Philippines","admin",2107084,""
"Natal",-5.795,-35.2089,"Brazil","admin",1743500,""
"Srīnagar",34.0911,74.8061,"India","admin",5322727,""
"Irapuato",20.6667,-101.35,"Mexico","minor",1632126,""
"São José dos Campos",-23.1789,-45.8869,"Brazil","",1698463,""
"Guiping",23.4,110.0833,"China","minor",2134675,""
"Nāsik",20,73.7833,"India","",4232646,""
"Abu Dhabi",24.4511,54.3969,"United Arab Emirates","primary",914630,""
"Kolhāpur",16.7,74.2333,"India","",5215491,""
"Jinhua",29.1046,119.6494,"China","minor",4475048,""
"Roxas City",11.5833,122.75,"Philippines","admin",1506120,""
"Huazhou",32.6832,112.079,"China","minor",2010521,""
"Rochester",43.168,-77.6162,"United States","",967928,"NY"
"Guyuan",36.008,106.2782,"China","",745415,""
"Memphis",35.1046,-89.9773,"United States","",1310269,"TN"
"Shuangyashan",46.6388,131.1545,"China","minor",884568,""
"Yangquan",37.8576,113.5762,"China","minor",1852020,""
"Pizhou",34.3422,118.0097,"China","",1650769,""
"São Luís",-2.53,-44.3028,"Brazil","admin",1718330,""
"Maceió",-9.6658,-35.735,"Brazil","admin",1522417,""
"Samara",53.1833,50.1167,"Russia","admin",1645067,""
"Nijmegen",51.8475,5.8625,"Netherlands","minor",1926421,""
"João Pessoa",-7.12,-34.88,"Brazil","admin",1589549,""
"Bremen",53.0769,8.8089,"Germany","admin",1748919,""
"Rosario",-32.9575,-60.6394,"Argentina","minor",1507446,""
"Ulsan",35.55,129.3167,"South Korea","admin",1307853,""
"Málaga",36.7194,-4.42,"Spain","minor",1497252,""
"Chelyabinsk",55.15,61.4,"Russia","admin",1508546,""
"Xicheng",23.3629,103.1545,"China","minor",1856514,""
"Pagadian",7.8333,123.4333,"Philippines","admin",1675025,""
"Zhongxiang",31.169,112.5853,"China","",1728182,""
"Ulaanbaatar",47.9214,106.9055,"Mongolia","primary",1794039,""
"Kigali",-1.9536,30.0606,"Rwanda","primary",5343581,""
"Marrakech",31.6295,-7.9811,"Morocco","admin",2197431,""
"Kanazawa",36.5611,136.6565,"Japan","admin",1628437,""
"Khulna",22.8167,89.55,"Bangladesh","admin",7131365,""
"Dnipro",48.4675,35.04,"Ukraine","admin",1619271,""
"Dresden",51.05,13.74,"Germany","admin",1679335,""
"Ottawa",45.4247,-75.695,"Canada","primary",1420214,""
"Kazan",55.7908,49.1144,"Russia","admin",1510781,""
"Bari",41.1253,16.8667,"Italy","admin",1360620,""
"Sialkot City",32.5,74.5333,"Pakistan","minor",5266260,""
"Santa Ana",33.7366,-117.8819,"United States","",1339434,"CA"
"Calgary",51.05,-114.0667,"Canada","",1438081,""
"Kākināda",16.9333,82.2167,"India","",4502918,""
"Albany",42.6664,-73.7987,"United States","admin",957262,"NY"
"Wuzhong",37.9874,106.1919,"China","minor",803688,""
"Honolulu",21.3294,-157.846,"United States","admin",1003993,"HI"
"Barquisimeto",10.0678,-69.3467,"Venezuela","admin",1732058,""
"Panama City",9,-79.5,"Panama","primary",2190220,""
"Ikare",7.5304,5.76,"Nigeria","minor",2882135,""
"Tripoli",32.8752,13.1875,"Libya","primary",2025617,""
"Volgograd",48.7086,44.5147,"Russia","admin",1527353,""
"Aurangābād",19.88,75.32,"India","",3779385,""
"Zamboanga City",6.9167,122.0833,"Philippines","admin",1227565,""
"Louisville",38.1663,-85.6485,"United States","",1346083,"KY"
"Huangshan",29.7132,118.3151,"China","minor",1346627,""
"Chandīgarh",30.7353,76.7911,"India","admin",5743115,""
"Hamilton",43.2567,-79.8692,"Canada","",1380382,""
"Mito",36.3667,140.4667,"Japan","admin",1486568,""
"Rongcheng",26.2312,104.0966,"China","",1612503,""
"Oslo",59.9111,10.7528,"Norway","primary",1605728,""
"Tbilisi",41.7225,44.7925,"Georgia","primary",1562532,""
"Kagoshima",31.58,130.5281,"Japan","admin",1340466,""
"Makassar",-5.1331,119.4136,"Indonesia","admin",3076157,""
"Xiangshui",26.5964,104.8314,"China","",2131509,""
"Dhanbād",23.7928,86.435,"India","",8259713,""
"Rājkot",22.2969,70.7984,"India","",3108576,""
"Amritsar",31.6269,74.877,"India","",3876657,""
"Dayan",26.8808,100.2208,"China","",742406,""
"Liverpool",53.4075,-2.9919,"United Kingdom","",1320878,""
"Bandar Lampung",-5.4294,105.2625,"Indonesia","admin",4181520,""
"Xibeijie",39.737,98.5049,"China","minor",784937,""
"Sorocaba",-23.5019,-47.4578,"Brazil","",1636177,""
"Round Lake Beach",42.379,-88.0811,"United States","",1442929,"IL"
"Abuja",9.0556,7.4914,"Nigeria","primary",5005672,""
"Adelaide",-34.9275,138.6,"Australia","admin",1387629,""
"Tucson",32.1545,-110.8782,"United States","",1079002,"AZ"
"Mandalay",21.9831,96.0844,"Myanmar","admin",3297724,""
"Ch’ŏnan",36.8064,127.1522,"South Korea","",2440288,""
"Wusong",30.9333,117.7667,"China","minor",2404723,""
"Poughkeepsie",41.6949,-73.921,"United States","",932631,"NY"
"Karbalā’",32.6167,44.0333,"Iraq","admin",2853189,""
"Torreón",25.5394,-103.4486,"Mexico","minor",1486450,""
"Yushu",44.8249,126.5451,"China","",2111839,""
"Morādābād",28.8437,78.7548,"India","",10853710,""
"Tapachula",14.9,-92.2667,"Mexico","minor",1387227,""
"Naha",26.2122,127.6789,"Japan","admin",1220669,""
"Dayton",39.7797,-84.1998,"United States","",1030923,"OH"
"Bareilly",28.364,79.415,"India","",7956366,""
"Koronadal",6.5,124.85,"Philippines","",1768015,""
"Warri",5.5167,5.75,"Nigeria","minor",3377195,""
"Himeji",34.8167,134.6833,"Japan","",1529645,""
"Doha",25.3,51.5333,"Qatar","primary",2606527,""
"Cartagena",10.4236,-75.5253,"Colombia","admin",1355523,""
"Palermo",2.8883,-75.4339,"Colombia","minor",568789,""
"Niigata",37.9161,139.0364,"Japan","admin",1372352,""
"Jabalpur",23.1667,79.9333,"India","",3107456,""
"Edmonton",53.5344,-113.4903,"Canada","admin",1289407,""
"Aracaju",-10.9167,-37.05,"Brazil","admin",1391741,""
"Mexicali",32.6633,-115.4678,"Mexico","admin",1103989,""
"Birmingham",33.5277,-86.7987,"United States","",1016144,"AL"
"Bahār",34.9069,48.4414,"Iran","minor",1200042,""
"Mysore",12.3086,76.6531,"India","",4324231,""
"Newcastle",55.0077,-1.6578,"United Kingdom","",2090676,""
"Ta‘izz",13.5789,44.0219,"Yemen","admin",4846874,""
"Blumenau",-26.9189,-49.0658,"Brazil","",1727021,""
"Mérida",20.97,-89.62,"Mexico","admin",1389122,""
"Piracicaba",-22.7253,-47.6492,"Brazil","",1129833,""
"Sarasota",27.3386,-82.5431,"United States","",751351,"FL"
"Yongcheng",33.9317,116.4459,"China","",1813024,""
"Benguela",-12.55,13.4167,"Angola","admin",867181,""
"Osogbo",7.7597,4.5761,"Nigeria","admin",4561850,""
"Odesa",46.4775,30.7326,"Ukraine","admin",1450052,""
"Agadir",30.4167,-9.5833,"Morocco","admin",1736508,""
"Freiburg im Breisgau",47.995,7.85,"Germany","minor",1872675,""
"Nagasaki",32.7833,129.8667,"Japan","admin",1139799,""
"Saarbrücken",49.2333,7,"Germany","admin",1735493,""
"Viña del Mar",-33.0245,-71.5518,"Chile","",1320855,""
"Bilbao",43.2569,-2.9236,"Spain","minor",1442400,""
"Bucaramanga",7.1186,-73.1161,"Colombia","admin",1363692,""
"Dadukou",26.5849,101.7149,"China","minor",1377060,""
"Nagano",36.6486,138.1928,"Japan","admin",1112120,""
"Colombo",6.9167,79.8333,"Sri Lanka","primary",6283278,""
"Qom",34.64,50.8764,"Iran","admin",1270912,""
"Vila Velha",3.2167,-51.2167,"Brazil","",4595,""
"Jeonju",35.8219,127.1489,"South Korea","admin",1335541,""
"Fort Worth",32.7811,-97.3473,"United States","",1275390,"TX"
"Ahvāz",31.3203,48.6692,"Iran","admin",1589563,""
"Valencia",7.9,125.0833,"Philippines","",1230579,""
"Ar Ramādī",33.4258,43.2992,"Iraq","admin",1087236,""
"Mombasa",-4.05,39.6667,"Kenya","admin",2589689,""
"Zhangye",38.9355,100.4553,"China","minor",741047,""
"Irbid",32.5556,35.85,"Jordan","admin",2833159,""
"Kingston",17.9714,-76.7931,"Jamaica","primary",1714055,""
"Maiduguri",11.8333,13.15,"Nigeria","admin",1483241,""
"Krasnoyarsk",56.0089,92.8719,"Russia","admin",1161868,""
"N’Djamena",12.11,15.05,"Chad","primary",1710029,""
"Ribeirão Prêto",-21.1783,-47.8067,"Brazil","",1293338,""
"Koriyama",37.4128,140.295,"Japan","",1302028,""
"Xinyu",27.795,114.9242,"China","minor",1354134,""
"Dehui",44.5323,125.6965,"China","",1609868,""
"Ufa",54.7261,55.9475,"Russia","admin",1348510,""
"Omsk",54.9667,73.3833,"Russia","admin",1330708,""
"Tuguegarao",17.6167,121.7167,"Philippines","admin",1275183,""
"Greenville",34.8353,-82.3647,"United States","",1153267,"SC"
"Feira de Santana",-12.2669,-38.9669,"Brazil","",1202119,""
"Palermo",38.1111,13.3517,"Italy","admin",1224770,""
"Medina",24.4667,39.6,"Saudi Arabia","admin",1059322,""
"Liaoyuan",42.8976,125.1381,"China","",1389304,""
"Cilacap",-7.7167,109.017,"Indonesia","minor",3717187,""
"Manisa",38.6333,27.4167,"Turkey","admin",4704384,""
"Mālegaon",20.55,74.55,"India","",3442794,""
"Vereeniging",-26.6736,27.9319,"South Africa","",505898,""
"Guankou",28.2363,113.6984,"China","minor",1059023,""
"Orizaba",18.85,-97.1,"Mexico","minor",1839962,""
"Tizi Ouzou",36.7169,4.0497,"Algeria","admin",2034637,""
"Bishkek",42.8667,74.5667,"Kyrgyzstan","primary",1784671,""
"Nay Pyi Taw",19.7475,96.115,"Myanmar","primary",1106586,""
"Kaiyuan",36.0656,113.8153,"China","minor",846959,""
"San Juan",18.4037,-66.0636,"Puerto Rico","primary",1861680,""
"Ghulja",43.9,81.35,"China","minor",1274587,""
"Wancheng",18.8,110.4,"China","minor",923377,""
"Ndola",-12.9683,28.6337,"Zambia","admin",1448673,""
"Perm",58.0139,56.2489,"Russia","admin",1005502,""
"Yichun",47.7235,128.8893,"China","minor",389301,""
"Benin City",6.3176,5.6145,"Nigeria","admin",2206841,""
"Cotonou",6.402,2.518,"Benin","primary",4210134,""
"Asunción",-25.3,-57.6333,"Paraguay","primary",3386629,""
"Banjarmasin",-3.319,114.5921,"Indonesia","admin",2051736,""
"Volta Redonda",-22.5231,-44.1042,"Brazil","",1142085,""
"Lakewood",40.0763,-74.2031,"United States","",1274881,"NJ"
"Voronezh",51.6717,39.2106,"Russia","admin",1278372,""
"Guwāhāti",26.1722,91.7458,"India","",4559701,""
"Tongchuan",34.9057,108.9422,"China","minor",1504829,""
"Alīgarh",27.88,78.08,"India","",7314854,""
"Fresno",36.7831,-119.7941,"United States","",1211052,"CA"
"Enschede",52.2236,6.8956,"Netherlands","minor",1788488,""
"Tamale",9.4075,-0.8533,"Ghana","admin",646864,""
"Quảng Hà",16.06,108.25,"Vietnam","",2057701,""
"Catania",37.5027,15.0873,"Italy","minor",1308632,""
"Geneva",46.2,6.15,"Switzerland","admin",1821322,""
"Rānchi",23.3556,85.3347,"India","admin",4819133,""
"San Luis Potosí",22.1511,-100.9761,"Mexico","admin",1367764,""
"Saratov",51.5333,46,"Russia","admin",1204469,""
"Winston-Salem",36.1029,-80.2611,"United States","",1284246,"NC"
"Kota",25.18,75.83,"India","",2717803,""
"Ipoh",4.6,101.07,"Malaysia","admin",1598799,""
"Londrina",-23.31,-51.1628,"Brazil","",1192301,""
"Aguascalientes",21.876,-102.296,"Mexico","admin",1440195,""
"Teresina",-5.0949,-42.8042,"Brazil","admin",1219893,""
"Butuan",8.9534,125.5288,"Philippines","admin",1123311,""
"Fangchenggang",21.6,108.3,"China","minor",352465,""
"San Pedro Carchá",15.4768,-90.312,"Guatemala","minor",1340707,""
"Toulouse",43.6045,1.444,"France","admin",1659293,""
"Gongzhuling",43.5036,124.8088,"China","",570366,""
"Agartala",23.8333,91.2667,"India","admin",9718855,""
"Grand Rapids",42.962,-85.6562,"United States","",1080822,"MI"
"Nice",43.7034,7.2663,"France","minor",1359840,""
"Nur-Sultan",51.1333,71.4333,"Kazakhstan","primary",1323020,""
"Omaha",41.2627,-96.0522,"United States","",910905,"NE"
"Nouakchott",18.0858,-15.9785,"Mauritania","primary",1412168,""
"Xinyi",22.3559,110.9369,"China","",1883841,""
"Aomori",40.8222,140.7475,"Japan","admin",816150,""
"Gwalior",26.215,78.1931,"India","",4082155,""
"Padang",-0.9556,100.3606,"Indonesia","admin",1815690,""
"Matsuyama",33.8333,132.7667,"Japan","admin",1039621,""
"Hegang",47.3139,130.2775,"China","minor",727927,""
"Malang",-7.98,112.62,"Indonesia","",5798744,""
"Lubango",-14.9167,13.5,"Angola","admin",1140376,""
"Luocheng",22.7645,111.5745,"China","minor",1913705,""
"Qingnian",36.8494,115.7061,"China","minor",2845565,""
"Shymkent",42.3,69.6,"Kazakhstan","admin",1698277,""
"Ostrava",49.8356,18.2925,"Czechia","admin",1451357,""
"Villahermosa",17.9892,-92.9281,"Mexico","admin",1834555,""
"Minatitlán",17.9833,-94.55,"Mexico","minor",1112858,""
"Zhongwei",37.5139,105.1884,"China","minor",648431,""
"Vientiane",17.9667,102.6,"Laos","primary",1484696,""
"Worcester",42.2705,-71.8079,"United States","",668263,"MA"
"Haifa",32.8,34.9833,"Israel","admin",2129290,""
"Hejin",35.5914,110.706,"China","",1927977,""
"Bordeaux",44.84,-0.58,"France","admin",1436901,""
"Heroica Matamoros",25.8797,-97.5042,"Mexico","minor",978255,""
"Morelia",19.7683,-101.1894,"Mexico","",1488112,""
"Jodhpur",26.2944,73.0278,"India","",2524749,""
"Niamey",13.5086,2.1111,"Niger","primary",1858149,""
